Template name; Detection time (UTC); Number of channels; Channel list; Detection value; Threshold; Threshold type; Input threshold; Detection type
template_0; 2012-12-19T09:21:40.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.49965500831604; 0.8739997148513794; MAD; 5; corr
template_0; 2012-06-22T16:42:22.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5335536003112793; 0.9096529483795166; MAD; 5; corr
template_0; 2012-03-20T21:18:12.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.4657453298568726; 0.8423941731452942; MAD; 5; corr
template_0; 2012-10-23T07:06:45.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5464013814926147; 0.9293657541275024; MAD; 5; corr
template_0; 2012-10-10T01:15:09.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.541676640510559; 0.9287858009338379; MAD; 5; corr
template_0; 2012-05-08T15:41:20.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.4841132164001465; 0.8732229471206665; MAD; 5; corr
template_0; 2013-01-03T14:36:26.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.5498631000518799; 0.939437985420227; MAD; 5; corr
template_0; 2012-10-12T04:49:47.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4911859035491943; 0.8809173703193665; MAD; 5; corr
template_0; 2013-07-28T19:03:04.000001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4205386638641357; 0.8147975206375122; MAD; 5; corr
template_0; 2012-11-25T20:52:40.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4819183349609375; 0.8780933618545532; MAD; 5; corr
template_3; 2012-01-10T02:19:30.650000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 0.7793006300926208; 0.17565219104290009; MAD; 5; corr
template_0; 2013-01-23T09:00:22.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4664602279663086; 0.8703715205192566; MAD; 5; corr
template_0; 2012-10-08T23:31:10.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4739890098571777; 0.8830323219299316; MAD; 5; corr
template_0; 2012-07-07T20:55:18.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4586143493652344; 0.8690153956413269; MAD; 5; corr
template_0; 2013-04-17T12:45:58.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4349205493927002; 0.8485074043273926; MAD; 5; corr
template_0; 2012-07-14T17:02:05.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4663726091384888; 0.8819491267204285; MAD; 5; corr
template_0; 2013-10-20T17:43:07.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.432645320892334; 0.8485759496688843; MAD; 5; corr
template_0; 2013-01-22T11:05:29.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.522450566291809; 0.9397221803665161; MAD; 5; corr
template_0; 2013-05-02T22:45:12.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.420663833618164; 0.8391273021697998; MAD; 5; corr
template_0; 2013-09-04T22:59:32.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.3855265378952026; 0.8041102290153503; MAD; 5; corr
template_0; 2013-12-03T17:51:54.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5289227962493896; 0.9479549527168274; MAD; 5; corr
template_0; 2013-08-28T19:16:33.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4507722854614258; 0.8713120222091675; MAD; 5; corr
template_0; 2013-06-10T04:32:49.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.518837332725525; 0.9399938583374023; MAD; 5; corr
template_0; 2013-12-07T18:39:10.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5518763065338135; 0.9737503528594971; MAD; 5; corr
template_0; 2013-01-21T09:22:07.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5007259845733643; 0.9226164817810059; MAD; 5; corr
template_0; 2012-03-27T07:02:46.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.4141240119934082; 0.8368110060691833; MAD; 5; corr
template_3; 2012-01-10T03:09:33.800000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -0.7495585680007935; 0.17565219104290009; MAD; 5; corr
template_0; 2012-06-23T23:34:10.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.498255729675293; 0.9261706471443176; MAD; 5; corr
template_0; 2012-10-17T12:58:07.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5493301153182983; 0.9776381254196167; MAD; 5; corr
template_0; 2012-09-25T14:03:51.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4692537784576416; 0.8977529406547546; MAD; 5; corr
template_0; 2012-02-09T08:18:57.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.309061050415039; 0.7384815216064453; MAD; 5; corr
template_0; 2012-10-05T18:15:52.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.461833119392395; 0.8912870287895203; MAD; 5; corr
template_0; 2012-06-04T21:07:39.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.3606524467468262; 0.7934012413024902; MAD; 5; corr
template_0; 2012-08-26T12:24:20.009998Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.472245216369629; 0.9107983112335205; MAD; 5; corr
template_0; 2012-09-18T02:29:06.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4578486680984497; 0.8979803323745728; MAD; 5; corr
template_0; 2012-02-01T02:24:58.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.4211969375610352; 0.8615169525146484; MAD; 5; corr
template_0; 2012-01-30T21:28:22.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.4782373905181885; 0.9191392660140991; MAD; 5; corr
template_0; 2013-08-27T12:31:47.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4412949085235596; 0.884017825126648; MAD; 5; corr
template_3; 2012-01-10T17:10:21.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -0.7315371036529541; 0.17565219104290009; MAD; 5; corr
template_0; 2012-12-26T05:05:01.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4748315811157227; 0.9200328588485718; MAD; 5; corr
template_0; 2013-06-15T20:48:44.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4823849201202393; 0.928191065788269; MAD; 5; corr
template_0; 2012-11-07T23:20:03.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4676432609558105; 0.9174762964248657; MAD; 5; corr
template_0; 2012-11-13T09:24:23.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4766926765441895; 0.9273545742034912; MAD; 5; corr
template_0; 2013-01-08T09:21:49.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4536845684051514; 0.9057152271270752; MAD; 5; corr
template_0; 2012-07-06T17:27:59.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.3891348838806152; 0.8414369225502014; MAD; 5; corr
template_0; 2013-08-11T20:26:12.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.3987717628479004; 0.8540812730789185; MAD; 5; corr
template_0; 2012-01-18T09:07:49.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.4552993774414062; 0.9106166362762451; MAD; 5; corr
template_0; 2012-07-26T18:59:17.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4139678478240967; 0.8693726062774658; MAD; 5; corr
template_0; 2013-06-04T02:23:53.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.43919038772583; 0.8960188627243042; MAD; 5; corr
template_0; 2013-10-11T12:00:51.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4197914600372314; 0.8778327703475952; MAD; 5; corr
template_0; 2013-07-04T21:41:29.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.3586540222167969; 0.8189786076545715; MAD; 5; corr
template_0; 2013-11-19T16:56:32.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.3865641355514526; 0.8472977876663208; MAD; 5; corr
template_0; 2012-04-02T10:01:32.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.4099793434143066; 0.8752925395965576; MAD; 5; corr
